 CALCULATION WITH NEFF7 (VAX VERSION).

 EFFICIENCY OF THE DETECTOR IN
 THE ENERGY RANGE    EMIN             0. KEV
                     EMAX         20000. KEV
 ENERGY BIN WIDTH                    50. KEV

 NE 213 SCINTILLATOR
           DENSITY                0.8740 G/CM**3
           NH/NC                  1.2130
 LIGHT PIPE
           DENSITY                1.1800 G/CM**3
           NH/NC                  1.1000

 RADIUS OF THE SCINTILLATORS        6.19 CM
 HEIGHT   OF THE SCINTILLATOR         4.92 CM
 RADIUS OF THE HOUSING              6.35 CM
 HEIGHT OF THE HOUSING              5.08 CM

 LENGTH OF THE LIGHT PIPE           0.00 CM
   650. -  700.    0.00000 0.00000 0.00000 0.00000
   700. -  750.    0.00000 0.00000 0.00000 0.00000
   750. -  800.    0.00000 0.00000 0.00000 0.00000
   800. -  850.    0.00000 0.00000 0.00000 0.00000
   850. -  900.    0.00000 0.00000 0.00000 0.00000
   900. -  950.    0.00000 0.00000 0.00000 0.00000
   950. - 1000.    0.00000 0.00000 0.00000 0.00000
  1000. - 1050.    0.00000 0.00000 0.00000 0.00000
  1050. - 1100.    0.00000 0.00000 0.00000 0.00000
  1100. - 1150.    0.00000 0.00000 0.00000 0.00000
  1150. - 1200.    0.00000 0.00000 0.00000 0.00000
  1200. - 1250.    0.00000 0.00000 0.00000 0.00000
  1250. - 1300.    0.00000 0.00000 0.00000 0.00000
  1300. - 1350.    0.00000 0.00000 0.00000 0.00000
  1350. - 1400.    0.00000 0.00000 0.00000 0.00000
  1400. - 1450.    0.00000 0.00000 0.00000 0.00000
  1450. - 1500.    0.00000 0.00000 0.00000 0.00014
  1500. - 1550.    0.00000 0.00000 0.00000 0.00012
  1550. - 1600.    0.00000 0.00000 0.00000 0.00012
  1600. - 1650.    0.00000 0.00000 0.00000 0.00009
  1650. - 1700.    0.00000 0.00000 0.00000 0.00040
  1700. - 1750.    0.00000 0.00000 0.00000 0.00017
  1750. - 1800.    0.00000 0.00000 0.00000 0.00035
  1800. - 1850.    0.00000 0.00000 0.00000 0.00045
  1850. - 1900.    0.00000 0.00000 0.00000 0.00031
  1900. - 1950.    0.00000 0.00000 0.00002 0.00035
  1950. - 2000.    0.00000 0.00000 0.00000 0.00013
  2000. - 2050.    0.00000 0.00000 0.00009 0.00016
  2050. - 2100.    0.00000 0.00000 0.00009 0.00069
  2100. - 2150.    0.00000 0.00000 0.00002 0.00053
  2150. - 2200.    0.00000 0.00000 0.00025 0.00025
  2200. - 2250.    0.00000 0.00000 0.00006 0.00113
  2250. - 2300.    0.00000 0.00000 0.00026 0.00075
  2300. - 2350.    0.00000 0.00002 0.00038 0.00164
  2350. - 2400.    0.00000 0.00000 0.00046 0.00090
  2400. - 2450.    0.00000 0.00010 0.00062 0.00238
  2450. - 2500.    0.00000 0.00008 0.00031 0.00203
  2500. - 2550.    0.00000 0.00006 0.00115 0.00043
  2550. - 2600.    0.00000 0.00010 0.00013 0.00192
  2600. - 2650.    0.00000 0.00004 0.00028 0.00168
  2650. - 2700.    0.00000 0.00020 0.00025 0.00096
  2700. - 2750.    0.00000 0.00020 0.00080 0.00049
  2750. - 2800.    0.00000 0.00117 0.00078 0.00225
  2800. - 2850.    0.00000 0.00011 0.00008 0.00047
  2850. - 2900.    0.00000 0.00037 0.00111 0.00209
  2900. - 2950.    0.00000 0.00054 0.00047 0.00003
  2950. - 3000.    0.00000 0.00026 0.00114 0.00059
  3000. - 3050.    0.00000 0.00141 0.00135 0.00005
  3050. - 3100.    0.00000 0.00021 0.00001 0.00153
  3100. - 3150.    0.00000 0.00047 0.00051 0.00116
  3150. - 3200.    0.00000 0.00022 0.00065 0.00175
  3200. - 3250.    0.00002 0.00061 0.00003 0.00081
  3250. - 3300.    0.00002 0.00129 0.00027 0.00232
  3300. - 3350.    0.00002 0.00020 0.00147 0.00015
  3350. - 3400.    0.00000 0.00050 0.00012 0.00028
  3400. - 3450.    0.00017 0.00031 0.00037 0.00074
  3450. - 3500.    0.00025 0.00009 0.00030 0.00105
  3500. - 3550.    0.00019 0.00056 0.00105 0.00255
  3550. - 3600.    0.00008 0.00120 0.00066 0.00047
  3600. - 3650.    0.00037 0.00010 0.00018 0.00028
  3650. - 3700.    0.00003 0.00179 0.00334 0.00278
  3700. - 3750.    0.00014 0.00070 0.00057 0.00087
  3750. - 3800.    0.00065 0.00012 0.00064 0.00129
  3800. - 3850.    0.00006 0.00076 0.00050 0.00085
  3850. - 3900.    0.00001 0.00009 0.00023 0.00132
  3900. - 3950.    0.00017 0.00271 0.00316 0.00249
  3950. - 4000.    0.00143 0.00033 0.00002 0.00138
  4000. - 4050.    0.00017 0.00130 0.00097 0.00119
  4050. - 4100.    0.00039 0.00040 0.00003 0.00140
  4100. - 4150.    0.00086 0.00053 0.00186 0.00193
  4150. - 4200.    0.00009 0.00041 0.00063 0.00065
  4200. - 4250.    0.00043 0.00050 0.00154 0.00073
  4250. - 4300.    0.00077 0.00066 0.00090 0.00042
  4300. - 4350.    0.00003 0.00004 0.00052 0.00020
  4350. - 4400.    0.00117 0.00031 0.00020 0.00023
  4400. - 4450.    0.00014 0.00080 0.00051 0.00081
  4450. - 4500.    0.00031 0.00047 0.00056 0.00130
  4500. - 4550.    0.00084 0.00043 0.00032 0.00060
  4550. - 4600.    0.00015 0.00075 0.00059 0.00058
  4600. - 4650.    0.00199 0.00232 0.00166 0.00165
  4650. - 4700.    0.00082 0.00056 0.00099 0.00077
  4700. - 4750.    0.00015 0.00151 0.00088 0.00126
  4750. - 4800.    0.00044 0.00011 0.00029 0.00107
  4800. - 4850.    0.00012 0.00184 0.00220 0.00263
  4850. - 4900.    0.00152 0.00241 0.00189 0.00169
  4900. - 4950.    0.00132 0.00178 0.00123 0.00163
  4950. - 5000.    0.00006 0.00009 0.00035 0.00084
  5000. - 5050.    0.00003 0.00103 0.00064 0.00066
  5050. - 5100.    0.00059 0.00119 0.00140 0.00192
  5100. - 5150.    0.00191 0.00263 0.00203 0.00253
  5150. - 5200.    0.00034 0.00080 0.00046 0.00041
  5200. - 5250.    0.00143 0.00007 0.00046 0.00085
  5250. - 5300.    0.00032 0.00043 0.00036 0.00034
  5300. - 5350.    0.00120 0.00197 0.00170 0.00194
  5350. - 5400.    0.00029 0.00001 0.00071 0.00061
  5400. - 5450.    0.00049 0.00064 0.00032 0.00014
  5450. - 5500.    0.00112 0.00092 0.00103 0.00033
  5500. - 5550.    0.00043 0.00064 0.00025 0.00014
  5550. - 5600.    0.00096 0.00134 0.00072 0.00036
  5600. - 5650.    0.00019 0.00077 0.00037 0.00053
  5650. - 5700.    0.00110 0.00140 0.00096 0.00047
  5700. - 5750.    0.00007 0.00072 0.00051 0.00068
  5750. - 5800.    0.00044 0.00034 0.00098 0.00076
  5800. - 5850.    0.00060 0.00016 0.00002 0.00050
  5850. - 5900.    0.00047 0.00142 0.00176 0.00139
  5900. - 5950.    0.00088 0.00069 0.00054 0.00096
  5950. - 6000.    0.00152 0.00104 0.00021 0.00034
  6000. - 6050.    0.00152 0.00091 0.00102 0.00009
  6050. - 6100.    0.00012 0.00003 0.00017 0.00072
  6100. - 6150.    0.00080 0.00060 0.00006 0.00008
  6150. - 6200.    0.00068 0.00110 0.00139 0.00165
  6200. - 6250.    0.00006 0.00107 0.00109 0.00037
  6250. - 6300.    0.00136 0.00007 0.00021 0.00040
  6300. - 6350.    0.00059 0.00044 0.00069 0.00068
  6350. - 6400.    0.00077 0.00013 0.00001 0.00004
  6400. - 6450.    0.00014 0.00038 0.00062 0.00033
  6450. - 6500.    0.00153 0.00262 0.00220 0.00234
  6500. - 6550.    0.00063 0.00183 0.00085 0.00125
  6550. - 6600.    0.00015 0.00096 0.00110 0.00062
  6600. - 6650.    0.00022 0.00002 0.00005 0.00058
  6650. - 6700.    0.00110 0.00033 0.00007 0.00010
  6700. - 6750.    0.00009 0.00037 0.00053 0.00114
  6750. - 6800.    0.00108 0.00066 0.00031 0.00018
  6800. - 6850.    0.00209 0.00245 0.00199 0.00180
  6850. - 6900.    0.00018 0.00077 0.00052 0.00015
  6900. - 6950.    0.00054 0.00003 0.00008 0.00057
  6950. - 7000.    0.00012 0.00094 0.00096 0.00072
  7000. - 7050.    0.00076 0.00128 0.00124 0.00118
  7050. - 7100.    0.00069 0.00055 0.00051 0.00022
  7100. - 7150.    0.00006 0.00002 0.00014 0.00127
  7150. - 7200.    0.00167 0.00081 0.00092 0.00092
  7200. - 7250.    0.00006 0.00014 0.00048 0.00027
  7250. - 7300.    0.00073 0.00046 0.00078 0.00040
  7300. - 7350.    0.00046 0.00059 0.00157 0.00124
  7350. - 7400.    0.00193 0.00237 0.00203 0.00183
  7400. - 7450.    0.00198 0.00153 0.00109 0.00078
  7450. - 7500.    0.00041 0.00039 0.00086 0.00095
  7500. - 7550.    0.00033 0.00009 0.00043 0.00019
  7550. - 7600.    0.00062 0.00098 0.00108 0.00077
  7600. - 7650.    0.00122 0.00156 0.00151 0.00172
  7650. - 7700.    0.00065 0.00072 0.00114 0.00127
  7700. - 7750.    0.00107 0.00115 0.00056 0.00071
  7750. - 7800.    0.00276 0.00251 0.00290 0.00276
  7800. - 7850.    0.00076 0.00026 0.00025 0.00030
  7850. - 7900.    0.00045 0.00019 0.00045 0.00057
  7900. - 7950.    0.00127 0.00111 0.00012 0.00055
  7950. - 8000.    0.00010 0.00018 0.00001 0.00006
  8000. - 8050.    0.00049 0.00075 0.00039 0.00024
  8050. - 8100.    0.00005 0.00029 0.00078 0.00107
  8100. - 8150.    0.00036 0.00062 0.00019 0.00044
  8150. - 8200.    0.00031 0.00019 0.00027 0.00049
  8200. - 8250.    0.00025 0.00110 0.00037 0.00058
  8250. - 8300.    0.00077 0.00106 0.00120 0.00102
  8300. - 8350.    0.00077 0.00007 0.00066 0.00099
  8350. - 8400.    0.00122 0.00075 0.00067 0.00074
  8400. - 8450.    0.00198 0.00237 0.00173 0.00152
  8450. - 8500.    0.00035 0.00020 0.00010 0.00009
  8500. - 8550.    0.00014 0.00064 0.00057 0.00083
  8550. - 8600.    0.00036 0.00112 0.00117 0.00074
  8600. - 8650.    0.00103 0.00126 0.00189 0.00186
  8650. - 8700.    0.00046 0.00017 0.00043 0.00012
  8700. - 8750.    0.00026 0.00111 0.00111 0.00125
  8750. - 8800.    0.00101 0.00136 0.00156 0.00142
  8800. - 8850.    0.00114 0.00078 0.00088 0.00089
  8850. - 8900.    0.00137 0.00173 0.00118 0.00134
  8900. - 8950.    0.00050 0.00088 0.00086 0.00079
  8950. - 9000.    0.00037 0.00050 0.00009 0.00065
  9000. - 9050.    0.00130 0.00100 0.00135 0.00131
  9050. - 9100.    0.00142 0.00089 0.00112 0.00058
  9100. - 9150.    0.00016 0.00054 0.00022 0.00037
  9150. - 9200.    0.00035 0.00041 0.00012 0.00029
  9200. - 9250.    0.00084 0.00042 0.00075 0.00070
  9250. - 9300.    0.00108 0.00111 0.00111 0.00078
  9300. - 9350.    0.00013 0.00041 0.00025 0.00052
  9350. - 9400.    0.00045 0.00104 0.00093 0.00106
  9400. - 9450.    0.00086 0.00071 0.00072 0.00050
  9450. - 9500.    0.00017 0.00117 0.00125 0.00113
  9500. - 9550.    0.00021 0.00069 0.00010 0.00027
  9550. - 9600.    0.00005 0.00031 0.00019 0.00014
  9600. - 9650.    0.00004 0.00057 0.00000 0.00037
  9650. - 9700.    0.00008 0.00028 0.00060 0.00045
  9700. - 9750.    0.00026 0.00001 0.00001 0.00053
  9750. - 9800.    0.00093 0.00098 0.00167 0.00120
  9800. - 9850.    0.00077 0.00075 0.00054 0.00047
  9850. - 9900.    0.00126 0.00127 0.00116 0.00058
  9900. - 9950.    0.00045 0.00116 0.00100 0.00057
  9950. -10000.    0.00066 0.00117 0.00090 0.00123
 10000. -10050.    0.00032 0.00036 0.00102 0.00107
 10050. -10100.    0.00074 0.00072 0.00077 0.00072
 10100. -10150.    0.00064 0.00022 0.00044 0.00017
 10150. -10200.    0.00102 0.00047 0.00044 0.00056
 10200. -10250.    0.00070 0.00038 0.00030 0.00008
 10250. -10300.    0.00258 0.00263 0.00254 0.00265
 10300. -10350.    0.00061 0.00084 0.00106 0.00090
 10350. -10400.    0.00003 0.00005 0.00045 0.00052
 10400. -10450.    0.00087 0.00155 0.00146 0.00150
 10450. -10500.    0.00130 0.00121 0.00125 0.00059
 10500. -10550.    0.00013 0.00039 0.00035 0.00042
 10550. -10600.    0.00050 0.00015 0.00023 0.00033
 10600. -10650.    0.00019 0.00046 0.00026 0.00048
 10650. -10700.    0.00060 0.00018 0.00024 0.00006
 10700. -10750.    0.00015 0.00016 0.00019 0.00062
 10750. -10800.    0.00115 0.00141 0.00087 0.00111
 10800. -10850.    0.00028 0.00043 0.00026 0.00008
 10850. -10900.    0.00172 0.00216 0.00172 0.00180
 10900. -10950.    0.00037 0.00077 0.00083 0.00155
 10950. -11000.    0.00107 0.00152 0.00189 0.00154
 11000. -11050.    0.00002 0.00009 0.00013 0.00009
 11050. -11100.    0.00213 0.00196 0.00186 0.00184
 11100. -11150.    0.00034 0.00061 0.00062 0.00048
 11150. -11200.    0.00074 0.00104 0.00165 0.00133
 11200. -11250.    0.00033 0.00029 0.00016 0.00059
 11250. -11300.    0.00149 0.00161 0.00115 0.00057
 11300. -11350.    0.00063 0.00064 0.00109 0.00113
 11350. -11400.    0.00042 0.00062 0.00024 0.00017
 11400. -11450.    0.00052 0.00067 0.00021 0.00038
 11450. -11500.    0.00028 0.00050 0.00032 0.00022
 11500. -11550.    0.00004 0.00008 0.00025 0.00037
 11550. -11600.    0.00065 0.00091 0.00085 0.00088
 11600. -11650.    0.00003 0.00003 0.00025 0.00062
 11650. -11700.    0.00117 0.00126 0.00152 0.00145
 11700. -11750.    0.00181 0.00171 0.00194 0.00203
 11750. -11800.    0.00012 0.00061 0.00007 0.00014
 11800. -11850.    0.00009 0.00011 0.00027 0.00038
 11850. -11900.    0.00001 0.00032 0.00046 0.00073
 11900. -11950.    0.00075 0.00045 0.00057 0.00104
 11950. -12000.    0.00067 0.00030 0.00053 0.00078
 12000. -12050.    0.00053 0.00059 0.00032 0.00030
 12050. -12100.    0.00037 0.00025 0.00043 0.00055
 12100. -12150.    0.00088 0.00095 0.00067 0.00054
 12150. -12200.    0.00004 0.00005 0.00005 0.00065
 12200. -12250.    0.00151 0.00113 0.00119 0.00057
 12250. -12300.    0.00088 0.00039 0.00047 0.00072
 12300. -12350.    0.00083 0.00034 0.00056 0.00138
 12350. -12400.    0.00000 0.00004 0.00016 0.00012
 12400. -12450.    0.00034 0.00017 0.00058 0.00002
 12450. -12500.    0.00059 0.00085 0.00084 0.00114
 12500. -12550.    0.00020 0.00012 0.00028 0.00017
 12550. -12600.    0.00018 0.00023 0.00030 0.00049
 12600. -12650.    0.00203 0.00205 0.00132 0.00157
 12650. -12700.    0.00002 0.00031 0.00050 0.00020
 12700. -12750.    0.00023 0.00016 0.00021 0.00039
 12750. -12800.    0.00017 0.00027 0.00007 0.00014
 12800. -12850.    0.00097 0.00120 0.00159 0.00163
 12850. -12900.    0.00024 0.00001 0.00023 0.00055
 12900. -12950.    0.00123 0.00133 0.00169 0.00138
 12950. -13000.    0.00037 0.00007 0.00026 0.00038
 13000. -13050.    0.00059 0.00040 0.00064 0.00066
 13050. -13100.    0.00068 0.00017 0.00056 0.00034
 13100. -13150.    0.00070 0.00051 0.00030 0.00021
 13150. -13200.    0.00182 0.00207 0.00215 0.00215
 13200. -13250.    0.00082 0.00081 0.00078 0.00108
 13250. -13300.    0.00008 0.00040 0.00053 0.00053
 13300. -13350.    0.00063 0.00060 0.00076 0.00058
 13350. -13400.    0.00082 0.00063 0.00046 0.00073
 13400. -13450.    0.00082 0.00057 0.00031 0.00023
 13450. -13500.    0.00042 0.00018 0.00015 0.00031
 13500. -13550.    0.00026 0.00032 0.00042 0.00075
 13550. -13600.    0.00049 0.00053 0.00053 0.00060
 13600. -13650.    0.00130 0.00148 0.00104 0.00112
 13650. -13700.    0.00020 0.00053 0.00071 0.00072
 13700. -13750.    0.00083 0.00107 0.00136 0.00156
 13750. -13800.    0.00119 0.00120 0.00102 0.00107
 13800. -13850.    0.00077 0.00075 0.00045 0.00069
 13850. -13900.    0.00051 0.00001 0.00007 0.00049
 13900. -13950.    0.00060 0.00018 0.00010 0.00032
 13950. -14000.    0.00034 0.00036 0.00037 0.00014
 14000. -14050.    0.00045 0.00049 0.00084 0.00025
 14050. -14100.    0.00019 0.00036 0.00027 0.00077
 14100. -14150.    0.00064 0.00055 0.00097 0.00074
 14150. -14200.    0.00081 0.00072 0.00060 0.00022
 14200. -14250.    0.00081 0.00041 0.00005 0.00019
 14250. -14300.    0.00044 0.00111 0.00113 0.00092
 14300. -14350.    0.00062 0.00076 0.00069 0.00063
 14350. -14400.    0.00076 0.00016 0.00052 0.00005
 14400. -14450.    0.00060 0.00077 0.00068 0.00049
 14450. -14500.    0.00025 0.00065 0.00096 0.00051
 14500. -14550.    0.00166 0.00156 0.00115 0.00078
 14550. -14600.    0.00035 0.00102 0.00063 0.00080
 14600. -14650.    0.00041 0.00059 0.00073 0.00132
 14650. -14700.    0.00039 0.00022 0.00023 0.00021
 14700. -14750.    0.00139 0.00138 0.00137 0.00075
 14750. -14800.    0.00062 0.00048 0.00086 0.00076
 14800. -14850.    0.00134 0.00103 0.00070 0.00088
 14850. -14900.    0.00063 0.00096 0.00040 0.00027
 14900. -14950.    0.00080 0.00074 0.00073 0.00068
 14950. -15000.    0.00006 0.00001 0.00021 0.00001
 15000. -15050.    0.00046 0.00041 0.00024 0.00010
 15050. -15100.    0.00089 0.00119 0.00036 0.00066
 15100. -15150.    0.00108 0.00095 0.00117 0.00142
 15150. -15200.    0.00062 0.00014 0.00025 0.00059
 15200. -15250.    0.00144 0.00103 0.00050 0.00052
 15250. -15300.    0.00118 0.00141 0.00103 0.00041
 15300. -15350.    0.00041 0.00022 0.00024 0.00029
 15350. -15400.    0.00032 0.00027 0.00086 0.00141
 15400. -15450.    0.00120 0.00111 0.00067 0.00107
 15450. -15500.    0.00048 0.00066 0.00065 0.00067
 15500. -15550.    0.00072 0.00042 0.00073 0.00123
 15550. -15600.    0.00072 0.00060 0.00086 0.00103
 15600. -15650.    0.00137 0.00152 0.00159 0.00100
 15650. -15700.    0.00056 0.00106 0.00097 0.00155
 15700. -15750.    0.00118 0.00120 0.00137 0.00010
 15750. -15800.    0.00080 0.00059 0.00068 0.00060
 15800. -15850.    0.00132 0.00155 0.00125 0.00121
 15850. -15900.    0.00117 0.00195 0.00221 0.00169
 15900. -15950.    0.00079 0.00082 0.00072 0.00075
 15950. -16000.    0.00036 0.00048 0.00030 0.00065
 16000. -16050.    0.00023 0.00061 0.00069 0.00043
 16050. -16100.    0.00010 0.00030 0.00047 0.00068
 16100. -16150.    0.00040 0.00053 0.00064 0.00073
 16150. -16200.    0.00165 0.00173 0.00165 0.00084
 16200. -16250.    0.00055 0.00071 0.00094 0.00028
 16250. -16300.    0.00028 0.00012 0.00041 0.00084
 16300. -16350.    0.00010 0.00011 0.00043 0.00043
 16350. -16400.    0.00033 0.00055 0.00029 0.00051
 16400. -16450.    0.00148 0.00171 0.00163 0.00103
 16450. -16500.    0.00021 0.00048 0.00034 0.00015
 16500. -16550.    0.00099 0.00074 0.00084 0.00144
 16550. -16600.    0.00095 0.00098 0.00098 0.00081
 16600. -16650.    0.00056 0.00051 0.00125 0.00175
 16650. -16700.    0.00104 0.00118 0.00123 0.00177
 16700. -16750.    0.00071 0.00076 0.00070 0.00084
 16750. -16800.    0.00081 0.00083 0.00066 0.00031
 16800. -16850.    0.00088 0.00158 0.00157 0.00130
 16850. -16900.    0.00010 0.00056 0.00057 0.00082
 16900. -16950.    0.00153 0.00227 0.00252 0.00306
 16950. -17000.    0.00008 0.00000 0.00034 0.00001
 17000. -17050.    0.00142 0.00085 0.00070 0.00091
 17050. -17100.    0.00012 0.00061 0.00008 0.00018
 17100. -17150.    0.00013 0.00027 0.00015 0.00060
 17150. -17200.    0.00121 0.00120 0.00068 0.00085
 17200. -17250.    0.00009 0.00066 0.00059 0.00093
 17250. -17300.    0.00043 0.00040 0.00024 0.00006
 17300. -17350.    0.00130 0.00131 0.00121 0.00121
 17350. -17400.    0.00015 0.00031 0.00021 0.00003
 17400. -17450.    0.00085 0.00074 0.00040 0.00037
 17450. -17500.    0.00084 0.00041 0.00063 0.00048
 17500. -17550.    0.00129 0.00133 0.00100 0.00057
 17550. -17600.    0.00052 0.00113 0.00064 0.00019
 17600. -17650.    0.00037 0.00067 0.00084 0.00058
 17650. -17700.    0.00017 0.00004 0.00023 0.00026
 17700. -17750.    0.00002 0.00028 0.00003 0.00031
 17750. -17800.    0.00042 0.00092 0.00140 0.00145
 17800. -17850.    0.00079 0.00119 0.00088 0.00091
 17850. -17900.    0.00010 0.00032 0.00031 0.00028
 17900. -17950.    0.00119 0.00057 0.00096 0.00075
 17950. -18000.    0.00115 0.00110 0.00069 0.00026
 18000. -18050.    0.00012 0.00035 0.00009 0.00038
 18050. -18100.    0.00033 0.00034 0.00003 0.00007
 18100. -18150.    0.00028 0.00049 0.00001 0.00040
 18150. -18200.    0.00018 0.00070 0.00025 0.00005
 18200. -18250.    0.00021 0.00067 0.00051 0.00002
 18250. -18300.    0.00094 0.00071 0.00017 0.00059
 18300. -18350.    0.00047 0.00006 0.00021 0.00038
 18350. -18400.    0.00114 0.00156 0.00179 0.00113
 18400. -18450.    0.00018 0.00001 0.00030 0.00042
 18450. -18500.    0.00144 0.00127 0.00133 0.00108
 18500. -18550.    0.00099 0.00108 0.00103 0.00121
 18550. -18600.    0.00174 0.00110 0.00072 0.00106
 18600. -18650.    0.00052 0.00069 0.00102 0.00126
 18650. -18700.    0.00105 0.00120 0.00112 0.00063
 18700. -18750.    0.00012 0.00063 0.00026 0.00021
 18750. -18800.    0.00158 0.00146 0.00122 0.00183
 18800. -18850.    0.00071 0.00068 0.00002 0.00003
 18850. -18900.    0.00005 0.00035 0.00038 0.00002
 18900. -18950.    0.00055 0.00022 0.00025 0.00038
 18950. -19000.    0.00024 0.00043 0.00022 0.00008
 19000. -19050.    0.00053 0.00045 0.00094 0.00067
 19050. -19100.    0.00002 0.00021 0.00040 0.00045
 19100. -19150.    0.00055 0.00117 0.00161 0.00161
 19150. -19200.    0.00050 0.00036 0.00019 0.00027
 19200. -19250.    0.00068 0.00070 0.00085 0.00091
 19250. -19300.    0.00035 0.00019 0.00080 0.00122
 19300. -19350.    0.00025 0.00002 0.00051 0.00031
 19350. -19400.    0.00039 0.00087 0.00027 0.00034
 19400. -19450.    0.00148 0.00171 0.00197 0.00178
 19450. -19500.    0.00006 0.00025 0.00012 0.00001
 19500. -19550.    0.00033 0.00047 0.00046 0.00069
 19550. -19600.    0.00015 0.00027 0.00013 0.00002
 19600. -19650.    0.00034 0.00057 0.00065 0.00045
 19650. -19700.    0.00030 0.00025 0.00010 0.00020
 19700. -19750.    0.00040 0.00016 0.00033 0.00026
 19750. -19800.    0.00129 0.00169 0.00152 0.00121
 19800. -19850.    0.00006 0.00027 0.00028 0.00005
 19850. -19900.    0.00183 0.00133 0.00152 0.00190
 19900. -19950.    0.00024 0.00018 0.00010 0.00021
 19950. -20000.    0.00096 0.00130 0.00105 0.00135


 REACTION RATES (1.REACTION):

  H(N,N)  C(N,N)  (N,N')   (N,A) (N,N'A) (N,N'3A)  (N,P)   (N,D)
 3849502 2997397  533733  188500  108024  377709   12302   34232
 LIGHT PIPE  AL(N,N)
    1324  898601


 MULTIPLE SCATTERING:

     56417701644990 671977 371470 240178 162549 108015  69093  41430  48528
 L=0  670180  30712   1677    123     11      0      0      0      0      0

