 CALCULATION WITH NEFF7 (VAX VERSION).

 EFFICIENCY OF THE DETECTOR IN
 THE ENERGY RANGE    EMIN             0. KEV
                     EMAX         20000. KEV
 ENERGY BIN WIDTH                    50. KEV

 NE 213 SCINTILLATOR
           DENSITY                0.8790 G/CM**3
           NH/NC                  1.2800
 LIGHT PIPE
           DENSITY                1.1800 G/CM**3
           NH/NC                  1.1000

 RADIUS OF THE SCINTILLATORS        4.28 CM
 HEIGHT   OF THE SCINTILLATOR         4.92 CM
 RADIUS OF THE HOUSING              4.44 CM
 HEIGHT OF THE HOUSING              5.08 CM

 LENGTH OF THE LIGHT PIPE           0.00 CM
 19500. -19550.    0.10903 0.13082 0.14727 0.16592
 19550. -19600.    0.10862 0.13027 0.14723 0.16665
 19600. -19650.    0.10794 0.13036 0.14659 0.16533
 19650. -19700.    0.10695 0.12866 0.14529 0.16311
 19700. -19750.    0.10707 0.12765 0.14304 0.16130
 19750. -19800.    0.10758 0.12882 0.14439 0.16275
 19800. -19850.    0.10794 0.12798 0.14347 0.16156
 19850. -19900.    0.10618 0.12567 0.14071 0.15717
 19900. -19950.    0.10680 0.12715 0.14196 0.15789
 19950. -20000.    0.10709 0.12644 0.14093 0.15687

 STATISTICAL UNCERTAINTY:

     0. -   50.    0.00000 0.00000 0.00000 0.00000
    50. -  100.    0.00000 0.00000 0.00000 0.00000
   100. -  150.    0.00000 0.00000 0.00000 0.00000
   150. -  200.    0.00000 0.00000 0.00000 0.00000
   200. -  250.    0.00000 0.00000 0.00000 0.00000
   250. -  300.    0.00000 0.00000 0.00000 0.00000
   300. -  350.    0.00000 0.00000 0.00000 0.00000
   350. -  400.    0.00000 0.00000 0.00000 0.00000
   400. -  450.    0.00000 0.00000 0.00000 0.00000
   450. -  500.    0.00000 0.00000 0.00000 0.00000
   500. -  550.    0.00000 0.00000 0.00000 0.00000
   550. -  600.    0.00000 0.00000 0.00000 0.00000
   600. -  650.    0.00000 0.00000 0.00000 0.00000
   650. -  700.    0.00000 0.00000 0.00000 0.00000
   700. -  750.    0.00000 0.00000 0.00000 0.00000
   750. -  800.    0.00000 0.00000 0.00000 0.00000
   800. -  850.    0.00000 0.00000 0.00000 0.00000
   850. -  900.    0.00000 0.00000 0.00000 0.00000
   900. -  950.    0.00000 0.00000 0.00000 0.00000
   950. - 1000.    0.00000 0.00000 0.00000 0.00000
  1000. - 1050.    0.00000 0.00000 0.00000 0.00000
  1050. - 1100.    0.00000 0.00000 0.00000 0.00000
  1100. - 1150.    0.00000 0.00000 0.00000 0.00000
  1150. - 1200.    0.00000 0.00000 0.00000 0.00000
  1200. - 1250.    0.00000 0.00000 0.00000 0.00000
  1250. - 1300.    0.00000 0.00000 0.00000 0.00000
  1300. - 1350.    0.00000 0.00000 0.00000 0.00000
  1350. - 1400.    0.00000 0.00000 0.00000 0.00010
  1400. - 1450.    0.00000 0.00000 0.00000 0.00000
  1450. - 1500.    0.00000 0.00000 0.00000 0.00005
  1500. - 1550.    0.00000 0.00000 0.00000 0.00015
  1550. - 1600.    0.00000 0.00000 0.00000 0.00021
  1600. - 1650.    0.00000 0.00000 0.00000 0.00015
  1650. - 1700.    0.00000 0.00000 0.00000 0.00072
  1700. - 1750.    0.00000 0.00000 0.00000 0.00013
  1750. - 1800.    0.00000 0.00000 0.00000 0.00057
  1800. - 1850.    0.00000 0.00000 0.00005 0.00138
  1850. - 1900.    0.00000 0.00000 0.00002 0.00061
  1900. - 1950.    0.00000 0.00000 0.00000 0.00139
  1950. - 2000.    0.00000 0.00000 0.00018 0.00091
  2000. - 2050.    0.00000 0.00000 0.00004 0.00036
  2050. - 2100.    0.00000 0.00000 0.00009 0.00094
  2100. - 2150.    0.00000 0.00000 0.00050 0.00078
  2150. - 2200.    0.00000 0.00000 0.00038 0.00020
  2200. - 2250.    0.00000 0.00000 0.00052 0.00398
  2250. - 2300.    0.00000 0.00006 0.00034 0.00283
  2300. - 2350.    0.00000 0.00000 0.00043 0.00112
  2350. - 2400.    0.00000 0.00015 0.00037 0.00100
  2400. - 2450.    0.00000 0.00002 0.00070 0.00001
  2450. - 2500.    0.00000 0.00006 0.00062 0.00025
  2500. - 2550.    0.00000 0.00036 0.00110 0.00030
  2550. - 2600.    0.00000 0.00008 0.00185 0.00063
  2600. - 2650.    0.00000 0.00027 0.00285 0.00330
  2650. - 2700.    0.00000 0.00038 0.00029 0.00176
  2700. - 2750.    0.00000 0.00070 0.00064 0.00164
  2750. - 2800.    0.00000 0.00034 0.00101 0.00018
  2800. - 2850.    0.00000 0.00003 0.00038 0.00029
  2850. - 2900.    0.00000 0.00007 0.00114 0.00017
  2900. - 2950.    0.00000 0.00205 0.00314 0.00186
  2950. - 3000.    0.00000 0.00016 0.00144 0.00005
  3000. - 3050.    0.00002 0.00018 0.00012 0.00015
  3050. - 3100.    0.00000 0.00023 0.00113 0.00021
  3100. - 3150.    0.00006 0.00026 0.00018 0.00027
  3150. - 3200.    0.00002 0.00149 0.00191 0.00084
  3200. - 3250.    0.00011 0.00143 0.00165 0.00061
  3250. - 3300.    0.00000 0.00004 0.00180 0.00218
  3300. - 3350.    0.00005 0.00089 0.00130 0.00127
  3350. - 3400.    0.00004 0.00010 0.00077 0.00247
  3400. - 3450.    0.00022 0.00111 0.00082 0.00131
  3450. - 3500.    0.00004 0.00087 0.00045 0.00095
  3500. - 3550.    0.00035 0.00049 0.00112 0.00006
  3550. - 3600.    0.00050 0.00138 0.00153 0.00043
  3600. - 3650.    0.00018 0.00177 0.00060 0.00071
  3650. - 3700.    0.00003 0.00123 0.00051 0.00183
  3700. - 3750.    0.00032 0.00038 0.00021 0.00017
  3750. - 3800.    0.00117 0.00134 0.00260 0.00239
  3800. - 3850.    0.00064 0.00131 0.00207 0.00283
  3850. - 3900.    0.00073 0.00144 0.00186 0.00238
  3900. - 3950.    0.00058 0.00092 0.00187 0.00216
  3950. - 4000.    0.00070 0.00025 0.00176 0.00009
  4000. - 4050.    0.00065 0.00144 0.00100 0.00083
  4050. - 4100.    0.00015 0.00206 0.00163 0.00087
  4100. - 4150.    0.00035 0.00159 0.00070 0.00170
  4150. - 4200.    0.00010 0.00078 0.00005 0.00032
  4200. - 4250.    0.00066 0.00014 0.00137 0.00133
  4250. - 4300.    0.00067 0.00031 0.00024 0.00068
  4300. - 4350.    0.00102 0.00203 0.00192 0.00229
  4350. - 4400.    0.00075 0.00156 0.00047 0.00057
  4400. - 4450.    0.00119 0.00296 0.00228 0.00132
  4450. - 4500.    0.00061 0.00201 0.00320 0.00283
  4500. - 4550.    0.00078 0.00020 0.00106 0.00048
  4550. - 4600.    0.00037 0.00138 0.00183 0.00197
  4600. - 4650.    0.00159 0.00108 0.00069 0.00115
  4650. - 4700.    0.00137 0.00060 0.00063 0.00040
  4700. - 4750.    0.00116 0.00016 0.00042 0.00045
  4750. - 4800.    0.00069 0.00150 0.00199 0.00152
  4800. - 4850.    0.00021 0.00015 0.00001 0.00122
  4850. - 4900.    0.00033 0.00021 0.00073 0.00191
  4900. - 4950.    0.00098 0.00140 0.00086 0.00205
  4950. - 5000.    0.00075 0.00115 0.00129 0.00077
  5000. - 5050.    0.00053 0.00152 0.00178 0.00162
  5050. - 5100.    0.00030 0.00054 0.00031 0.00037
  5100. - 5150.    0.00082 0.00084 0.00079 0.00112
  5150. - 5200.    0.00077 0.00063 0.00086 0.00138
  5200. - 5250.    0.00026 0.00048 0.00034 0.00039
  5250. - 5300.    0.00035 0.00070 0.00090 0.00038
  5300. - 5350.    0.00040 0.00060 0.00078 0.00037
  5350. - 5400.    0.00185 0.00323 0.00282 0.00285
  5400. - 5450.    0.00241 0.00142 0.00198 0.00157
  5450. - 5500.    0.00295 0.00193 0.00186 0.00237
  5500. - 5550.    0.00001 0.00136 0.00083 0.00119
  5550. - 5600.    0.00290 0.00261 0.00331 0.00333
  5600. - 5650.    0.00197 0.00298 0.00230 0.00212
  5650. - 5700.    0.00172 0.00051 0.00060 0.00071
  5700. - 5750.    0.00003 0.00067 0.00031 0.00055
  5750. - 5800.    0.00130 0.00167 0.00122 0.00125
  5800. - 5850.    0.00040 0.00083 0.00037 0.00011
  5850. - 5900.    0.00099 0.00022 0.00018 0.00050
  5900. - 5950.    0.00028 0.00099 0.00044 0.00018
  5950. - 6000.    0.00050 0.00032 0.00065 0.00049
  6000. - 6050.    0.00249 0.00246 0.00163 0.00234
  6050. - 6100.    0.00012 0.00007 0.00004 0.00127
  6100. - 6150.    0.00175 0.00147 0.00148 0.00108
  6150. - 6200.    0.00105 0.00021 0.00012 0.00043
  6200. - 6250.    0.00147 0.00172 0.00170 0.00081
  6250. - 6300.    0.00036 0.00062 0.00024 0.00087
  6300. - 6350.    0.00084 0.00082 0.00037 0.00039
  6350. - 6400.    0.00069 0.00194 0.00143 0.00180
  6400. - 6450.    0.00132 0.00100 0.00124 0.00118
  6450. - 6500.    0.00214 0.00225 0.00284 0.00285
  6500. - 6550.    0.00031 0.00052 0.00068 0.00087
  6550. - 6600.    0.00051 0.00099 0.00106 0.00108
  6600. - 6650.    0.00001 0.00039 0.00010 0.00001
  6650. - 6700.    0.00032 0.00020 0.00031 0.00135
  6700. - 6750.    0.00080 0.00030 0.00006 0.00033
  6750. - 6800.    0.00010 0.00068 0.00098 0.00035
  6800. - 6850.    0.00098 0.00117 0.00116 0.00057
  6850. - 6900.    0.00018 0.00015 0.00026 0.00009
  6900. - 6950.    0.00214 0.00064 0.00087 0.00108
  6950. - 7000.    0.00047 0.00081 0.00106 0.00113
  7000. - 7050.    0.00121 0.00097 0.00114 0.00150
  7050. - 7100.    0.00085 0.00141 0.00140 0.00167
  7100. - 7150.    0.00041 0.00068 0.00042 0.00047
  7150. - 7200.    0.00129 0.00095 0.00169 0.00130
  7200. - 7250.    0.00000 0.00041 0.00051 0.00024
  7250. - 7300.    0.00005 0.00005 0.00020 0.00048
  7300. - 7350.    0.00098 0.00101 0.00144 0.00128
  7350. - 7400.    0.00076 0.00044 0.00026 0.00027
  7400. - 7450.    0.00069 0.00159 0.00190 0.00188
  7450. - 7500.    0.00102 0.00137 0.00136 0.00139
  7500. - 7550.    0.00104 0.00116 0.00079 0.00066
  7550. - 7600.    0.00011 0.00036 0.00039 0.00017
  7600. - 7650.    0.00082 0.00017 0.00057 0.00088
  7650. - 7700.    0.00136 0.00083 0.00003 0.00020
  7700. - 7750.    0.00145 0.00014 0.00035 0.00078
  7750. - 7800.    0.00089 0.00093 0.00069 0.00067
  7800. - 7850.    0.00034 0.00053 0.00056 0.00011
  7850. - 7900.    0.00165 0.00173 0.00166 0.00100
  7900. - 7950.    0.00086 0.00072 0.00002 0.00004
  7950. - 8000.    0.00169 0.00232 0.00168 0.00206
  8000. - 8050.    0.00299 0.00286 0.00268 0.00278
  8050. - 8100.    0.00148 0.00033 0.00045 0.00076
  8100. - 8150.    0.00161 0.00138 0.00124 0.00117
  8150. - 8200.    0.00099 0.00062 0.00004 0.00058
  8200. - 8250.    0.00050 0.00136 0.00117 0.00041
  8250. - 8300.    0.00053 0.00058 0.00057 0.00077
  8300. - 8350.    0.00046 0.00054 0.00056 0.00084
  8350. - 8400.    0.00130 0.00096 0.00088 0.00078
  8400. - 8450.    0.00019 0.00008 0.00001 0.00046
  8450. - 8500.    0.00078 0.00080 0.00019 0.00036
  8500. - 8550.    0.00010 0.00060 0.00088 0.00054
  8550. - 8600.    0.00156 0.00089 0.00117 0.00079
  8600. - 8650.    0.00008 0.00018 0.00029 0.00053
  8650. - 8700.    0.00026 0.00019 0.00002 0.00022
  8700. - 8750.    0.00018 0.00017 0.00007 0.00059
  8750. - 8800.    0.00031 0.00064 0.00028 0.00036
  8800. - 8850.    0.00039 0.00048 0.00082 0.00093
  8850. - 8900.    0.00131 0.00111 0.00194 0.00197
  8900. - 8950.    0.00058 0.00051 0.00059 0.00012
  8950. - 9000.    0.00023 0.00011 0.00019 0.00044
  9000. - 9050.    0.00070 0.00066 0.00087 0.00065
  9050. - 9100.    0.00100 0.00158 0.00160 0.00181
  9100. - 9150.    0.00008 0.00036 0.00061 0.00048
  9150. - 9200.    0.00041 0.00036 0.00017 0.00031
  9200. - 9250.    0.00055 0.00029 0.00017 0.00030
  9250. - 9300.    0.00102 0.00071 0.00061 0.00105
  9300. - 9350.    0.00079 0.00102 0.00106 0.00080
  9350. - 9400.    0.00007 0.00036 0.00090 0.00148
  9400. - 9450.    0.00055 0.00003 0.00008 0.00016
  9450. - 9500.    0.00017 0.00034 0.00027 0.00020
  9500. - 9550.    0.00054 0.00046 0.00037 0.00042
  9550. - 9600.    0.00085 0.00113 0.00109 0.00157
  9600. - 9650.    0.00024 0.00008 0.00009 0.00002
  9650. - 9700.    0.00041 0.00009 0.00052 0.00018
  9700. - 9750.    0.00190 0.00154 0.00146 0.00173
  9750. - 9800.    0.00104 0.00105 0.00099 0.00053
  9800. - 9850.    0.00064 0.00021 0.00024 0.00052
  9850. - 9900.    0.00065 0.00120 0.00097 0.00085
  9900. - 9950.    0.00050 0.00069 0.00097 0.00119
  9950. -10000.    0.00170 0.00151 0.00112 0.00159
 10000. -10050.    0.00098 0.00101 0.00101 0.00068
 10050. -10100.    0.00046 0.00013 0.00039 0.00014
 10100. -10150.    0.00010 0.00028 0.00049 0.00042
 10150. -10200.    0.00045 0.00038 0.00045 0.00076
 10200. -10250.    0.00107 0.00001 0.00006 0.00061
 10250. -10300.    0.00045 0.00055 0.00093 0.00133
 10300. -10350.    0.00028 0.00031 0.00021 0.00008
 10350. -10400.    0.00142 0.00115 0.00114 0.00143
 10400. -10450.    0.00036 0.00037 0.00045 0.00097
 10450. -10500.    0.00074 0.00073 0.00071 0.00093
 10500. -10550.    0.00058 0.00001 0.00013 0.00026
 10550. -10600.    0.00022 0.00092 0.00034 0.00053
 10600. -10650.    0.00047 0.00031 0.00012 0.00005
 10650. -10700.    0.00191 0.00141 0.00131 0.00134
 10700. -10750.    0.00110 0.00097 0.00098 0.00135
 10750. -10800.    0.00190 0.00237 0.00224 0.00200
 10800. -10850.    0.00089 0.00109 0.00141 0.00119
 10850. -10900.    0.00006 0.00018 0.00044 0.00017
 10900. -10950.    0.00060 0.00020 0.00047 0.00044
 10950. -11000.    0.00016 0.00020 0.00007 0.00005
 11000. -11050.    0.00116 0.00126 0.00101 0.00089
 11050. -11100.    0.00028 0.00040 0.00028 0.00028
 11100. -11150.    0.00055 0.00036 0.00013 0.00055
 11150. -11200.    0.00202 0.00195 0.00200 0.00158
 11200. -11250.    0.00022 0.00011 0.00014 0.00045
 11250. -11300.    0.00020 0.00014 0.00035 0.00029
 11300. -11350.    0.00089 0.00086 0.00074 0.00092
 11350. -11400.    0.00022 0.00015 0.00064 0.00055
 11400. -11450.    0.00003 0.00037 0.00010 0.00020
 11450. -11500.    0.00034 0.00074 0.00045 0.00052
 11500. -11550.    0.00178 0.00088 0.00007 0.00031
 11550. -11600.    0.00016 0.00043 0.00023 0.00019
 11600. -11650.    0.00001 0.00004 0.00013 0.00040
 11650. -11700.    0.00006 0.00007 0.00000 0.00022
 11700. -11750.    0.00016 0.00012 0.00005 0.00004
 11750. -11800.    0.00118 0.00097 0.00075 0.00093
 11800. -11850.    0.00026 0.00042 0.00040 0.00057
 11850. -11900.    0.00036 0.00049 0.00029 0.00051
 11900. -11950.    0.00101 0.00100 0.00140 0.00127
 11950. -12000.    0.00062 0.00016 0.00073 0.00072
 12000. -12050.    0.00034 0.00088 0.00090 0.00099
 12050. -12100.    0.00047 0.00135 0.00138 0.00123
 12100. -12150.    0.00098 0.00053 0.00081 0.00078
 12150. -12200.    0.00083 0.00166 0.00185 0.00218
 12200. -12250.    0.00008 0.00012 0.00044 0.00010
 12250. -12300.    0.00006 0.00029 0.00005 0.00053
 12300. -12350.    0.00081 0.00083 0.00100 0.00120
 12350. -12400.    0.00053 0.00057 0.00041 0.00049
 12400. -12450.    0.00082 0.00074 0.00047 0.00023
 12450. -12500.    0.00164 0.00178 0.00170 0.00224
 12500. -12550.    0.00181 0.00186 0.00180 0.00198
 12550. -12600.    0.00017 0.00021 0.00037 0.00035
 12600. -12650.    0.00240 0.00196 0.00173 0.00109
 12650. -12700.    0.00138 0.00121 0.00109 0.00101
 12700. -12750.    0.00077 0.00115 0.00139 0.00147
 12750. -12800.    0.00035 0.00028 0.00050 0.00017
 12800. -12850.    0.00082 0.00027 0.00014 0.00024
 12850. -12900.    0.00026 0.00048 0.00059 0.00133
 12900. -12950.    0.00028 0.00047 0.00075 0.00107
 12950. -13000.    0.00054 0.00033 0.00035 0.00019
 13000. -13050.    0.00066 0.00058 0.00036 0.00013
 13050. -13100.    0.00035 0.00048 0.00023 0.00022
 13100. -13150.    0.00021 0.00030 0.00079 0.00074
 13150. -13200.    0.00022 0.00072 0.00098 0.00130
 13200. -13250.    0.00111 0.00111 0.00103 0.00135
 13250. -13300.    0.00004 0.00015 0.00025 0.00017
 13300. -13350.    0.00004 0.00077 0.00021 0.00018
 13350. -13400.    0.00181 0.00181 0.00156 0.00218
 13400. -13450.    0.00041 0.00020 0.00017 0.00050
 13450. -13500.    0.00068 0.00003 0.00002 0.00028
 13500. -13550.    0.00054 0.00033 0.00048 0.00044
 13550. -13600.    0.00117 0.00065 0.00051 0.00085
 13600. -13650.    0.00086 0.00038 0.00053 0.00101
 13650. -13700.    0.00047 0.00012 0.00010 0.00003
 13700. -13750.    0.00048 0.00049 0.00084 0.00161
 13750. -13800.    0.00180 0.00172 0.00155 0.00088
 13800. -13850.    0.00207 0.00243 0.00271 0.00249
 13850. -13900.    0.00069 0.00018 0.00029 0.00015
 13900. -13950.    0.00069 0.00110 0.00113 0.00133
 13950. -14000.    0.00045 0.00010 0.00014 0.00002
 14000. -14050.    0.00137 0.00095 0.00075 0.00099
 14050. -14100.    0.00044 0.00057 0.00026 0.00008
 14100. -14150.    0.00010 0.00003 0.00010 0.00025
 14150. -14200.    0.00120 0.00105 0.00088 0.00057
 14200. -14250.    0.00027 0.00002 0.00051 0.00015
 14250. -14300.    0.00098 0.00021 0.00018 0.00068
 14300. -14350.    0.00002 0.00035 0.00028 0.00033
 14350. -14400.    0.00026 0.00033 0.00092 0.00096
 14400. -14450.    0.00033 0.00065 0.00046 0.00054
 14450. -14500.    0.00001 0.00056 0.00073 0.00058
 14500. -14550.    0.00067 0.00072 0.00061 0.00045
 14550. -14600.    0.00026 0.00034 0.00001 0.00046
 14600. -14650.    0.00110 0.00072 0.00094 0.00157
 14650. -14700.    0.00038 0.00004 0.00026 0.00014
 14700. -14750.    0.00116 0.00139 0.00168 0.00161
 14750. -14800.    0.00061 0.00060 0.00115 0.00108
 14800. -14850.    0.00055 0.00055 0.00024 0.00013
 14850. -14900.    0.00013 0.00031 0.00003 0.00020
 14900. -14950.    0.00017 0.00017 0.00049 0.00089
 14950. -15000.    0.00002 0.00020 0.00063 0.00013
 15000. -15050.    0.00075 0.00077 0.00049 0.00108
 15050. -15100.    0.00100 0.00131 0.00114 0.00090
 15100. -15150.    0.00167 0.00106 0.00139 0.00185
 15150. -15200.    0.00049 0.00010 0.00007 0.00038
 15200. -15250.    0.00030 0.00091 0.00082 0.00012
 15250. -15300.    0.00076 0.00074 0.00059 0.00018
 15300. -15350.    0.00024 0.00071 0.00043 0.00044
 15350. -15400.    0.00203 0.00151 0.00190 0.00144
 15400. -15450.    0.00133 0.00105 0.00083 0.00108
 15450. -15500.    0.00032 0.00002 0.00001 0.00041
 15500. -15550.    0.00008 0.00078 0.00070 0.00131
 15550. -15600.    0.00152 0.00190 0.00182 0.00143
 15600. -15650.    0.00152 0.00150 0.00101 0.00065
 15650. -15700.    0.00042 0.00035 0.00021 0.00030
 15700. -15750.    0.00160 0.00075 0.00080 0.00008
 15750. -15800.    0.00108 0.00064 0.00122 0.00185
 15800. -15850.    0.00089 0.00119 0.00053 0.00003
 15850. -15900.    0.00041 0.00043 0.00101 0.00121
 15900. -15950.    0.00005 0.00005 0.00004 0.00003
 15950. -16000.    0.00142 0.00132 0.00109 0.00100
 16000. -16050.    0.00043 0.00048 0.00057 0.00095
 16050. -16100.    0.00017 0.00018 0.00092 0.00121
 16100. -16150.    0.00028 0.00052 0.00015 0.00029
 16150. -16200.    0.00040 0.00074 0.00051 0.00054
 16200. -16250.    0.00021 0.00003 0.00005 0.00035
 16250. -16300.    0.00035 0.00056 0.00009 0.00037
 16300. -16350.    0.00089 0.00112 0.00181 0.00134
 16350. -16400.    0.00140 0.00176 0.00137 0.00140
 16400. -16450.    0.00066 0.00048 0.00008 0.00030
 16450. -16500.    0.00011 0.00078 0.00109 0.00177
 16500. -16550.    0.00007 0.00031 0.00088 0.00082
 16550. -16600.    0.00020 0.00079 0.00100 0.00009
 16600. -16650.    0.00001 0.00007 0.00010 0.00029
 16650. -16700.    0.00141 0.00162 0.00147 0.00167
 16700. -16750.    0.00111 0.00145 0.00120 0.00092
 16750. -16800.    0.00120 0.00142 0.00091 0.00107
 16800. -16850.    0.00070 0.00096 0.00065 0.00157
 16850. -16900.    0.00103 0.00047 0.00081 0.00023
 16900. -16950.    0.00117 0.00156 0.00230 0.00202
 16950. -17000.    0.00038 0.00042 0.00026 0.00041
 17000. -17050.    0.00032 0.00026 0.00044 0.00062
 17050. -17100.    0.00094 0.00097 0.00078 0.00046
 17100. -17150.    0.00018 0.00081 0.00112 0.00164
 17150. -17200.    0.00112 0.00124 0.00113 0.00067
 17200. -17250.    0.00039 0.00126 0.00130 0.00159
 17250. -17300.    0.00087 0.00134 0.00056 0.00046
 17300. -17350.    0.00115 0.00118 0.00129 0.00132
 17350. -17400.    0.00103 0.00110 0.00119 0.00086
 17400. -17450.    0.00016 0.00034 0.00039 0.00054
 17450. -17500.    0.00037 0.00022 0.00028 0.00009
 17500. -17550.    0.00025 0.00051 0.00086 0.00047
 17550. -17600.    0.00168 0.00162 0.00127 0.00075
 17600. -17650.    0.00036 0.00095 0.00017 0.00019
 17650. -17700.    0.00018 0.00096 0.00123 0.00092
 17700. -17750.    0.00017 0.00049 0.00016 0.00052
 17750. -17800.    0.00012 0.00032 0.00088 0.00019
 17800. -17850.    0.00024 0.00079 0.00060 0.00014
 17850. -17900.    0.00031 0.00009 0.00011 0.00009
 17900. -17950.    0.00193 0.00115 0.00075 0.00035
 17950. -18000.    0.00116 0.00052 0.00084 0.00070
 18000. -18050.    0.00110 0.00086 0.00037 0.00055
 18050. -18100.    0.00018 0.00057 0.00113 0.00155
 18100. -18150.    0.00056 0.00037 0.00043 0.00032
 18150. -18200.    0.00141 0.00159 0.00199 0.00188
 18200. -18250.    0.00042 0.00000 0.00052 0.00086
 18250. -18300.    0.00023 0.00000 0.00131 0.00177
 18300. -18350.    0.00089 0.00078 0.00078 0.00028
 18350. -18400.    0.00122 0.00164 0.00091 0.00079
 18400. -18450.    0.00045 0.00050 0.00056 0.00053
 18450. -18500.    0.00032 0.00073 0.00069 0.00140
 18500. -18550.    0.00076 0.00023 0.00025 0.00076
 18550. -18600.    0.00023 0.00053 0.00081 0.00004
 18600. -18650.    0.00054 0.00054 0.00071 0.00106
 18650. -18700.    0.00065 0.00041 0.00004 0.00092
 18700. -18750.    0.00098 0.00138 0.00154 0.00090
 18750. -18800.    0.00002 0.00022 0.00030 0.00023
 18800. -18850.    0.00147 0.00099 0.00031 0.00019
 18850. -18900.    0.00071 0.00157 0.00057 0.00006
 18900. -18950.    0.00132 0.00123 0.00079 0.00067
 18950. -19000.    0.00103 0.00036 0.00073 0.00083
 19000. -19050.    0.00015 0.00056 0.00076 0.00066
 19050. -19100.    0.00092 0.00072 0.00114 0.00054
 19100. -19150.    0.00000 0.00022 0.00063 0.00025
 19150. -19200.    0.00043 0.00051 0.00036 0.00021
 19200. -19250.    0.00029 0.00073 0.00083 0.00052
 19250. -19300.    0.00006 0.00002 0.00055 0.00058
 19300. -19350.    0.00127 0.00068 0.00022 0.00064
 19350. -19400.    0.00056 0.00072 0.00031 0.00011
 19400. -19450.    0.00133 0.00005 0.00046 0.00046
 19450. -19500.    0.00093 0.00066 0.00017 0.00050
 19500. -19550.    0.00111 0.00148 0.00105 0.00039
 19550. -19600.    0.00227 0.00278 0.00241 0.00233
 19600. -19650.    0.00136 0.00094 0.00035 0.00015
 19650. -19700.    0.00271 0.00239 0.00275 0.00262
 19700. -19750.    0.00084 0.00088 0.00051 0.00070
 19750. -19800.    0.00116 0.00046 0.00012 0.00065
 19800. -19850.    0.00055 0.00090 0.00087 0.00041
 19850. -19900.    0.00022 0.00042 0.00006 0.00034
 19900. -19950.    0.00024 0.00035 0.00053 0.00163
 19950. -20000.    0.00047 0.00053 0.00033 0.00042


 REACTION RATES (1.REACTION):

  H(N,N)  C(N,N)  (N,N')   (N,A) (N,N'A) (N,N'3A)  (N,P)   (N,D)
 3867170 2859509  510124  179946  104142  361885   11897   32807
 LIGHT PIPE  AL(N,N)
    1262 1072520


 MULTIPLE SCATTERING:

     58426041648158 640121 336497 207367 133909  83739  50201  28419  28985
 L=0  825502  39004   2162    129     10      0      0      0      0      0

